frame,channel,SDR_mix,SDR_est,SDR_imp,process,fft.len,fft.hop,fft.win,bss.demix_update,bss.source_model,bss.n_iter,bss.ref_mic,bss.f_limit,bss.rot,bss.forget,bss.cov_scale,bss.cov_norm
47,2,-7.951347293049334,3.7012154992596025,11.652562792308936,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
48,2,-10.784057379481784,3.4041237437189693,14.188181123200753,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
49,2,-6.819257916022899,2.4743110167774582,9.293568932800357,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
50,2,-6.132255653322397,9.363069144986369,15.495324798308765,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
51,2,-1.4058906748442326,11.238111694679045,12.644002369523278,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
52,2,-1.4072094618651343,11.261049236271642,12.668258698136777,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
53,2,-6.772956173121523,11.741963128588974,18.5149193017105,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
54,2,-3.9446763566582788,10.899211946061998,14.843888302720277,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
55,2,-7.905566179005032,3.1771526909139207,11.082718869918953,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
56,2,-8.052973057596247,-0.2054937123964344,7.8474793451998135,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
57,2,-0.3203982995074309,8.228641119488373,8.549039418995804,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
58,2,-1.151624651838688,10.345432721032868,11.497057372871556,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
59,2,-3.090904585452102,11.22451819976188,14.315422785213983,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
0,3,-4.52095362102644,-13.88994885105822,-9.36899523003178,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
1,3,-4.873256168997942,-18.930379863764056,-14.057123694766114,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
2,3,-7.5387517389923016,-11.118394033701115,-3.5796422947088136,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
3,3,-5.476286611730807,-30.33176654264099,-24.855479930910185,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
4,3,-9.221074493212342,-7.323750453853135,1.8973240393592068,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
5,3,-13.342632112314517,-9.166750687481084,4.175881424833433,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
6,3,-5.113847452929042,-3.2727660283234017,1.84108142460564,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
7,3,-6.973287437874697,-5.123273051693932,1.8500143861807654,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
8,3,-3.8510186935500483,0.7778056229222251,4.628824316472273,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
9,3,-4.346352088520316,3.826344837849851,8.172696926370167,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
10,3,-10.173284665438224,0.712730581686954,10.886015247125178,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
11,3,-5.392780245387414,2.103091312321788,7.495871557709202,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
12,3,-0.4648322545914675,5.5604747362645135,6.025306990855981,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
13,3,-10.975715759292841,6.068649447512064,17.044365206804905,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
14,3,-9.252130625579596,8.506984882612123,17.75911550819172,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
15,3,-5.706867002846821,9.194504615244455,14.901371618091275,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
16,3,-1.0713548281856637,17.908965280083116,18.98032010826878,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
17,3,-4.935022017801884,11.958191038872847,16.893213056674732,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
18,3,-4.659928424888136,10.369565956918416,15.029494381806552,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
19,3,-9.546382789537049,3.0213718458029284,12.567754635339977,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
20,3,-5.654370598683758,4.510857867484019,10.165228466167777,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
21,3,-3.720579475894409,7.8441717722678455,11.564751248162255,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
22,3,-7.091638078042871,10.745730003069253,17.837368081112125,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
23,3,-4.848251470612574,10.404646601377694,15.252898071990268,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
24,3,-3.6700353857120622,6.369841262552953,10.039876648265015,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
25,3,-7.479671969101488,7.7041583971355,15.183830366236988,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
26,3,-5.2670653438497395,4.590257608879091,9.85732295272883,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
27,3,-4.100773340866432,3.8898791586726658,7.990652499539098,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
28,3,-10.696316754410022,-2.7547142627897636,7.941602491620259,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
29,3,-6.326490087084597,3.251727256972667,9.578217344057265,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
30,3,-7.955709062990875,5.053129486409022,13.008838549399897,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
31,3,-10.585756171191626,6.129601121248055,16.71535729243968,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
32,3,-6.749862040719408,1.607498121217793,8.357360161937201,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
33,3,-4.4676601613628435,8.072937549847289,12.540597711210133,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
34,3,-7.38446750288208,5.957085167044001,13.341552669926081,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
35,3,-4.6697312182741975,4.9738422179565225,9.64357343623072,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
36,3,-6.279716982560137,9.408826058632918,15.688543041193055,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
37,3,-3.024857858997802,8.72712975969176,11.751987618689562,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
38,3,-5.429683075657989,8.97010177031143,14.39978484596942,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
39,3,-7.9470577906457915,1.1640486378786403,9.111106428524431,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
40,3,-9.327316956109286,7.73685312123527,17.064170077344556,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
41,3,-6.838291854413657,6.3766247089800405,13.214916563393697,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
42,3,-5.028092528707489,7.55385252154165,12.58194505024914,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
43,3,-13.880880220225267,7.160851608138099,21.041731828363368,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
44,3,-9.557880381660507,6.4258466133148815,15.983726994975388,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
45,3,-5.946798710896049,4.623861599959968,10.570660310856017,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
46,3,-10.831877475984044,-5.132285843260452,5.699591632723592,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
47,3,-6.039049713402759,3.1551134093929174,9.194163122795677,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
48,3,-8.556165400468227,3.6496633766084963,12.205828777076723,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
49,3,-5.1477863248852,4.478812849844239,9.626599174729439,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
50,3,-7.64342377404002,8.664419466299845,16.307843240339864,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
51,3,-13.38779854633932,4.717088591143652,18.104887137482972,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
52,3,-3.2909206000818223,12.213453420621276,15.504374020703098,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
53,3,-4.607089165527668,11.734819456601397,16.341908622129065,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
54,3,-6.377392722532517,11.183942205206264,17.56133492773878,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
55,3,-6.869796652938152,5.119336770746661,11.989133423684812,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
56,3,-2.2461107589431313,7.1339674358429175,9.380078194786048,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
57,3,-6.430473934970241,8.52400427517152,14.954478210141762,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
58,3,-10.25839969202307,5.540271518397578,15.798671210420649,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
59,3,-2.9203857187286064,7.217250145358205,10.137635864086812,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
0,4,-10.723886575640552,-29.437006426562228,-18.713119850921675,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
1,4,-6.0832933047512014,-5.366864028746674,0.7164292760045274,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
2,4,-4.286674547208721,-2.795193490183685,1.4914810570250356,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
3,4,-0.3795480668496182,-1.8635288544137218,-1.4839807875641036,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
4,4,-11.054070423245522,-10.016131586964658,1.0379388362808637,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
5,4,-6.414914823252146,-0.6731632695920654,5.74175155366008,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
6,4,-5.160323442731196,-5.938324283337693,-0.7780008406064969,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
7,4,-3.7033346338242525,-6.5078921579728055,-2.804557524148553,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
8,4,-10.607746251510402,-6.018381808911471,4.5893644425989315,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
9,4,-1.253444185066571,5.84287316279867,7.096317347865241,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
10,4,-10.650008619689777,7.008876234381109,17.658884854070884,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
11,4,-4.0111561197841965,5.787378570593202,9.798534690377398,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
12,4,-9.737775955034119,0.5049595255755365,10.242735480609655,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
13,4,-4.516147130146401,11.748549940399771,16.264697070546173,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
14,4,-4.830887767557036,12.81576192804149,17.646649695598526,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
15,4,-10.395760367989464,10.082575558505313,20.47833592649478,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
16,4,-4.5732637175483575,14.462133414578748,19.035397132127105,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
17,4,-5.638665069494717,8.517139343442203,14.15580441293692,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
18,4,-8.994378480701213,11.854232938593379,20.848611419294592,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
19,4,-1.3648977288262052,11.49604989284261,12.860947621668815,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
20,4,-6.3358564074811135,8.544216695988945,14.880073103470059,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
21,4,0.3778508097702549,15.365482194404745,14.98763138463449,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
22,4,-4.373164882924918,13.247114827552702,17.620279710477618,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
23,4,-8.957217583810223,10.928901065865562,19.886118649675787,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
24,4,-5.2766848635165005,11.769592485520777,17.046277349037275,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
25,4,-5.860988246836813,10.578621914032526,16.43961016086934,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
26,4,-8.556810828236049,5.241608748222465,13.798419576458514,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
27,4,-2.941430406586563,13.278308418637494,16.219738825224056,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
28,4,-2.1088243292970774,11.918972557985064,14.027796887282141,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
29,4,-8.842970164058237,1.3660915365465396,10.209061700604776,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
30,4,-5.410318545728126,6.060234239578363,11.470552785306488,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
31,4,-6.122595720523303,9.257502911627277,15.380098632150581,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
32,4,-4.008628958705002,5.201110137352629,9.209739096057632,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
33,4,-9.172282020733691,3.9309825595323558,13.103264580266046,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
34,4,-0.6518558004707226,13.176572657636223,13.828428458106945,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
35,4,-4.740529088404687,7.285436386608216,12.025965475012903,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
36,4,-3.9780874762732266,8.115030559906467,12.093118036179693,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
37,4,-4.825167139560763,9.711888272185584,14.537055411746348,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
38,4,-8.897388431292839,5.40940192885374,14.306790360146579,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
39,4,-10.512221512742725,7.325069496729759,17.837291009472484,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
40,4,-3.3524700727092904,14.769274298821252,18.121744371530543,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
41,4,-5.847557658373357,9.603776000065121,15.451333658438479,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
42,4,-4.156149984564243,9.465942223429591,13.622092207993834,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
43,4,-2.0276524651217707,16.002937896244894,18.030590361366666,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
44,4,-6.297954756817491,7.976956189769302,14.274910946586793,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
45,4,-17.80646314263542,3.04594994493788,20.8524130875733,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
46,4,-5.243079090029459,10.529936354498858,15.773015444528317,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
47,4,-3.5637042721142214,11.894528512575299,15.458232784689521,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
48,4,-6.663621674951184,9.118083180710899,15.781704855662083,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
49,4,-11.108962771161895,4.474749677112925,15.58371244827482,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
50,4,-2.938186383747135,11.453145494308982,14.391331878056118,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
51,4,-8.4102225553057,7.726975397760754,16.137197953066455,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
52,4,-8.324985476822249,8.260459226301094,16.585444703123343,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
53,4,-7.095727191063663,9.22877044995734,16.324497641021004,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
54,4,-7.975941327901088,9.584399825923258,17.560341153824346,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
55,4,-17.76646089040018,4.194155364819975,21.960616255220152,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
56,4,-5.170625588360358,7.054618267088891,12.22524385544925,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
57,4,-8.354856955069698,8.844848701561965,17.199705656631664,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
58,4,-8.349356819273584,10.873872075090222,19.223228894363807,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
59,4,-10.657384960632786,9.6868029516281,20.344187912260885,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.93,0.001,0.001
0,0,-4.946291983694162,-25.59284504528354,-20.646553061589376,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
1,0,-6.759726731381644,-20.00519178635728,-13.245465054975636,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
2,0,-3.0730740108367307,-25.812736616703095,-22.739662605866364,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
3,0,-8.995781320046284,-31.76027532962761,-22.764494009581327,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
4,0,-5.015927708852934,-12.286448377498754,-7.27052066864582,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
5,0,-4.463751321447933,4.3662297526131315,8.829981074061065,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
6,0,-7.833846939463728,-1.3176451832742742,6.516201756189453,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
7,0,-0.35411566188649873,1.915540356062013,2.269656017948512,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
8,0,-13.386631309068628,-2.9956482674987273,10.3909830415699,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
9,0,-7.217326111850619,-3.977226824661032,3.2400992871895875,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
10,0,-4.1859881828228565,7.49853841376706,11.684526596589915,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
11,0,-4.120760208862528,3.9953524220297525,8.11611263089228,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
12,0,-3.1973213197170187,3.989864542571401,7.18718586228842,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
13,0,-11.091116204457583,10.85785118085639,21.94896738531397,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
14,0,-4.667486127005139,12.420084735794054,17.087570862799193,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
15,0,-5.06481016812831,9.93955025092676,15.004360419055072,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
16,0,-6.906447202630134,14.67298918198354,21.579436384613675,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
17,0,-6.923822346045255,9.22550740158817,16.149329747633423,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
18,0,-4.254409115159009,16.867078994543704,21.121488109702714,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
19,0,-5.630585314036718,12.430844225821946,18.061429539858665,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
20,0,-6.880542155365984,7.357464460393249,14.238006615759232,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
21,0,-11.095304774142827,7.788833332789729,18.884138106932554,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
22,0,-5.262492236193737,18.2392210792065,23.501713315400238,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
23,0,-7.071585865077694,11.591075993334737,18.66266185841243,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
24,0,-7.84952708564812,8.602798735077581,16.4523258207257,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
25,0,-2.0507992801818267,12.84285184684432,14.893651127026146,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
26,0,-9.683643199295815,5.869116886271075,15.552760085566891,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
27,0,-12.807844485232586,3.6270068016951247,16.43485128692771,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
28,0,-3.6569299147726744,11.840757356615244,15.497687271387917,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
29,0,-0.6197770483926158,10.210950520469364,10.83072756886198,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
30,0,-9.596743325612977,6.763987322425987,16.360730648038963,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
31,0,-7.604254755401766,12.978347807642663,20.58260256304443,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
32,0,-2.9000657751829335,10.7230764648676,13.623142240050534,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
33,0,-8.255559691082993,10.770021443831672,19.025581134914667,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
34,0,-12.231574191586871,8.286663079867054,20.518237271453927,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
35,0,-5.995976227311148,9.411441369165136,15.407417596476284,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
36,0,-7.207183432489713,8.561601778627573,15.768785211117287,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
37,0,-6.307294125108957,6.653873688739732,12.96116781384869,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
38,0,-12.098570985586592,7.205522803373019,19.304093788959612,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
39,0,0.20223121905861874,11.23884436156577,11.03661314250715,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
40,0,-5.6719403407188285,14.810792497255374,20.482732837974204,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
41,0,-3.075567068332349,12.092040097251171,15.16760716558352,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
42,0,-4.6634773622877255,11.261377198219712,15.924854560507438,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
43,0,-10.253691625421919,10.819514849565522,21.07320647498744,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
44,0,-1.980607863334748,12.257983575426758,14.238591438761507,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
45,0,-2.0616773024985107,8.425514063220437,10.487191365718948,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
46,0,-10.099321981602284,6.674556978315067,16.77387895991735,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
47,0,-7.16780252167047,7.871770410911099,15.039572932581569,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
48,0,-3.7262682912907206,11.266853360519589,14.99312165181031,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
49,0,-1.5148983737128294,9.547171343828893,11.062069717541723,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
50,0,-6.6700184293253715,12.657029551774432,19.327047981099803,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
51,0,-6.079001677568934,6.712305248310919,12.791306925879853,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
52,0,-9.598163970097835,8.868724496401686,18.46688846649952,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
53,0,-5.855497899195333,11.984549016835624,17.840046916030957,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
54,0,-9.554763717516323,10.11340931843662,19.668173035952943,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
55,0,-6.55457816049072,4.3659584083046346,10.920536568795354,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
56,0,-9.621308133709533,2.3256460748832195,11.946954208592754,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
57,0,-8.501721058331878,2.4476135660561433,10.94933462438802,online-rot,4096,,hamming,IP1,Gauss,5,0,8000,40,0.94,0.001,0.001
