frame,channel,SDR_mix,SDR_est,SDR_imp,process,fft.len,fft.hop,fft.win,bss.demix_update,bss.source_model,bss.n_iter,bss.ref_mic,bss.f_limit,bss.rot,bss.forget,mixdir_name
10,0,-5.169429830366113,0.4046155917866562,5.574045422152769,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,0,-10.679535879580168,-2.2428337794575444,8.436702100122623,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,0,-9.091608301908359,-1.4558523881065502,7.635755913801809,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,0,-0.7212552887771823,5.177385227063437,5.8986405158406185,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,0,-2.9241436247696626,2.001091075334712,4.925234700104374,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,0,-2.641674904403869,-2.764826579017835,-0.12315167461396559,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,0,-9.007597625250053,-6.28778001122531,2.719817614024743,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,0,-2.9853544683260314,-3.2627594084759846,-0.2774049401499532,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,0,-6.413524208110205,-5.575703093098459,0.8378211150117467,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,0,-6.460592172095385,-9.530572415460195,-3.0699802433648102,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,0,-2.530160943301028,-5.096758025957437,-2.5665970826564095,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,0,-1.2542773441031543,-1.9395997397266753,-0.685322395623521,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,0,-7.881660123106936,-2.506725341139035,5.374934781967902,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,0,-18.185036967199085,-16.78656532535614,1.3984716418429457,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,0,-0.8514065411319014,-0.12016827379757745,0.731238267334324,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,0,-3.5967640041395517,-3.3934029974110547,0.203361006728497,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,0,-2.5638265024097295,-0.4763265834381307,2.0874999189715986,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,0,-8.125270024011716,-6.640016652259451,1.4852533717522647,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,0,-13.87015955352625,-9.316054053167425,4.554105500358824,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,0,-1.4589482721365712,-0.6630267527601158,0.7959215193764554,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,1,-2.519163074202593,-3.518857152023503,-0.99969407782091,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,1,-7.802984305442214,-6.834986869476941,0.9679974359652732,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,1,-1.1109708659892434,-4.096307506431508,-2.9853366404422643,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,1,-11.095500831275418,-8.150747045141816,2.9447537861336013,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,1,-4.049188695325483,-3.6036543537763994,0.445534341549084,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,1,0.6978202734959542,-0.3504877370605889,-1.0483080105565432,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,1,-3.1800672911815537,-4.7914085542950495,-1.6113412631134958,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,1,-6.13328639895186,-8.351541649940055,-2.2182552509881948,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,1,-5.9299674715372666,1.432492392995247,7.362459864532513,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,1,-2.3727748666771564,0.236566334119668,2.609341200796824,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,1,-4.387785700886927,-8.357117498135537,-3.9693317972486097,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,1,-7.819411782483802,-8.365533915395226,-0.5461221329114236,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,1,-4.4027095955384,-1.7142221922219625,2.6884874033164374,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,1,-12.333909339271242,-7.372858354486046,4.961050984785197,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,1,-4.9605865525268165,-5.336040843819687,-0.3754542912928702,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,1,-5.993811071764066,-1.204440628206325,4.789370443557741,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,1,-1.200147391651423,4.3004199058436585,5.500567297495081,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,1,-3.4288849472709577,2.3770135364367704,5.805898483707728,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,1,-7.271643051543881,1.2271949998360767,8.498838051379957,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,1,-2.6335917511970734,3.963022542624251,6.596614293821324,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,1,-6.5249965207799985,2.087450038686241,8.612446559466239,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,1,-6.814981813118689,-0.4344976861439932,6.380484126974696,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,1,-5.343060427156021,0.3778758625464213,5.7209362897024425,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,1,-5.518836271249411,0.7554609157264571,6.274297186975868,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,1,-3.7366345675594004,-0.7860601057701978,2.9505744617892025,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,1,-11.855363840776338,-9.471252775526375,2.3841110652499626,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,1,-0.8944622855861046,5.495236467672465,6.38969875325857,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,1,-6.17898422064891,2.010124044877707,8.189108265526617,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,1,-11.544060291343861,0.2681596755219736,11.812219966865834,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,1,-14.537837274403135,-4.163434557841812,10.374402716561322,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,2,-34.372356271571746,-27.714057086088456,6.6582991854832905,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,2,-1.3045381288976126,7.608889411421131,8.913427540318743,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,2,-6.983178817827969,0.3954633420240203,7.378642159851989,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,2,-4.873576347988527,2.916389525212297,7.789965873200824,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,2,-11.07525431654057,0.3746036776462627,11.449857994186834,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,2,-9.802713671658147,2.150459557263445,11.953173228921592,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,2,-7.238842035015485,3.6393597991191164,10.8782018341346,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,2,-13.870926979855035,-0.7831483769088754,13.087778602946159,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,2,-32.000359950697266,-27.89470955849768,4.1056503921995855,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,2,-39.158863188174024,-30.32218612778898,8.836677060385043,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,2,-11.59407850651066,0.12855967899376178,11.722638185504422,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,2,-7.9305170590113585,2.811373549872213,10.741890608883573,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,2,-10.10131176097989,-2.4130720973828015,7.688239663597088,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,2,-10.762657985115132,-2.47518526377044,8.287472721344692,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,2,-6.984980929356958,2.719577512945329,9.704558442302286,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,2,-12.294965659262678,-5.72427197300689,6.570693686255788,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,2,-38.771565570390166,-41.04995240266312,-2.2783868322729575,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,2,-41.4949215927194,-41.447342989508336,0.047578603211064774,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,2,-36.616946140418726,-30.710682103665484,5.906264036753242,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,2,-4.096522106053568,1.807010365864961,5.903532471918529,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,2,-4.09742008407128,0.10735538341418856,4.204775467485469,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,2,-7.045754990828068,-2.7535988323048777,4.29215615852319,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,2,-5.522041207920143,-0.21572496361301324,5.30631624430713,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,2,-4.726767093027211,1.109737992698671,5.836505085725882,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,2,-14.672023376741006,-7.677824439762077,6.994198936978929,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,2,-45.21261811793614,-42.184269221378266,3.0283488965578726,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,2,-38.576897252114115,-27.22990049088652,11.346996761227594,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,2,-2.799900112392679,2.2539247560096456,5.053824868402325,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,2,1.2450646867206474,7.940644205707127,6.695579518986479,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,2,-19.884425543704413,-12.928916516844316,6.955509026860097,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,3,-11.087440215181754,1.8993007140569553,12.98674092923871,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,3,-7.66024609752926,3.1346152240361373,10.794861321565397,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,3,-6.245670191498929,3.3216209060247195,9.567291097523649,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,3,-5.517668122706972,2.233155577582701,7.750823700289673,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,3,-6.291035565551285,2.0825489532031662,8.373584518754452,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,3,-16.060850869011702,-6.907384616634333,9.153466252377369,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,3,-36.945466868427694,-28.678625324788523,8.26684154363917,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,3,-6.490215355729489,2.034786389852288,8.525001745581777,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,3,-1.8819082715956823,6.063944910661162,7.945853182256844,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,3,-5.769259501955043,-7.683550886598949,-1.9142913846439065,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,3,-34.09289767449283,-36.20934903157448,-2.116451357081651,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,3,-36.027999543058165,-18.720279621779298,17.307719921278867,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,3,-2.6731559362633694,4.0594693065781176,6.732625242841487,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,3,-7.571524566337397,2.2331776408139685,9.804702207151365,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,3,-40.64510413529739,-30.293556650138083,10.351547485159305,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,3,-11.619651101194677,-3.478765654576723,8.140885446617954,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,3,-3.0002639055691493,5.860751733203754,8.861015638772903,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,3,-5.314377026508417,-1.2647368780609831,4.049640148447434,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,3,-4.631196585381431,-0.5752447226364085,4.055951862745023,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,3,-33.2233115266733,-35.58932258237765,-2.366011055704348,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,3,-28.088376192146217,-31.746828641536172,-3.658452449389955,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,3,-6.89690774773632,5.289597442773021,12.18650519050934,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,3,-4.763958419603943,3.956788057444256,8.720746477048198,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,3,-6.5912530386160215,-2.5307608353985307,4.060492203217491,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,3,-10.029802965528216,0.3178260532272023,10.347629018755418,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,3,-44.694448512174546,-29.797279833887455,14.897168678287091,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,3,-32.63227758958306,-28.961473972992607,3.6708036165904545,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,3,-1.8985994275336926,7.406697755032093,9.305297182565786,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,3,-7.586414301902549,3.673057086924775,11.259471388827324,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,3,-5.5968985921961,4.79478340943932,10.39168200163542,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,4,-2.828574811300321,4.818599726986289,7.64717453828661,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,4,-6.836714427374969,2.092475208528539,8.929189635903509,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,4,-6.747773017373153,-1.9659971733099622,4.781775844063191,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,4,-8.580629131709895,-0.8993948030954595,7.681234328614435,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,4,-6.655102957600113,1.3416546146468546,7.996757572246968,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,4,-5.7000844449305355,3.084957768224812,8.785042213155347,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,4,-4.260047033760196,4.0939744391383694,8.354021472898566,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,4,-3.5446031420950215,2.4275189195436004,5.972122061638622,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,4,-10.618754833930193,-2.028754954131521,8.589999879798672,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,4,-10.488448674670991,-2.3943458358791823,8.094102838791809,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,4,-1.9272859602654877,4.476797618585194,6.404083578850682,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,4,2.169958956889114,8.507589063480276,6.337630106591162,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,4,-7.138801165798306,0.1057711530679082,7.244572318866214,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,4,-5.981319942503908,4.888024563231243,10.86934450573515,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,4,-4.5232592455731,5.815207822143434,10.338467067716534,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,4,-2.0316631431529633,4.500449954291679,6.532113097444642,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,4,-8.333540757281114,-0.16892185279006355,8.16461890449105,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,4,-9.499976689697187,-2.7102970107513755,6.789679678945811,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,4,-1.8101436624283918,4.04764591226679,5.8577895746951825,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,4,-8.047077949285061,1.619859666139609,9.66693761542467,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,4,-5.61551343237105,3.7364669008978275,9.351980333268877,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,4,-14.112270724573929,-5.599083156709572,8.513187567864357,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,4,-8.801665429745151,2.079687762292401,10.881353192037553,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,4,-3.670840697147177,2.824704275495096,6.495544972642273,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,4,-14.83173695526148,-8.353890773366832,6.477846181894648,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,4,0.9199086614811005,5.482939296159849,4.563030634678748,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,4,-4.381441677332422,2.1195236913999067,6.500965368732329,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,4,-15.034515002530874,-2.7581034917734386,12.276411510757436,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,4,-5.916837769544317,3.628590721246047,9.545428490790364,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,4,-3.8715191728214853,5.4657012776173435,9.337220450438828,batch,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,0,-5.265176752370912,0.1713276087929391,5.436504361163851,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,0,-9.144143319088634,-4.7679971079805235,4.376146211108111,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,0,-11.563906450307568,-8.445485578805041,3.1184208715025274,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,0,-3.4188532694885723,0.8237994572133203,4.242652726701893,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,0,-2.915948713645772,-0.7660842608311655,2.1498644528146063,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,0,-9.318551145143317,-2.4067250375189646,6.911826107624353,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,0,-4.65978437953519,-0.7330471159675994,3.9267372635675906,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,0,-3.9220954945007866,-4.089246684585864,-0.16715119008507706,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,0,-3.9763980547108386,-0.1590991394543159,3.8172989152565227,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,0,-3.851343068289511,-3.8099806417614057,0.04136242652810518,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,0,-5.169429830366113,-0.26404181915315333,4.90538801121296,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,0,-10.679535879580168,0.5818807024707078,11.261416582050876,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,0,-9.091608301908359,-9.76709700085911,-0.6754886989507511,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,0,-0.7212552887771823,0.6686620570512611,1.3899173458284433,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,0,-2.9241436247696626,1.975565115146882,4.899708739916544,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,0,-2.641674904403869,-7.203459568309105,-4.561784663905236,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,0,-9.007597625250053,-8.696279903223777,0.31131772202627594,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,0,-2.9853544683260314,-1.4590255106839611,1.5263289576420702,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,0,-6.413524208110205,-2.6525802994617904,3.760943908648415,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,0,-6.460592172095385,-3.983471264947368,2.4771209071480174,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,0,-2.530160943301028,0.9083682166775573,3.438529159978585,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,0,-1.2542773441031543,1.0889206353249299,2.3431979794280844,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,0,-7.881660123106936,-4.776896505152652,3.1047636179542843,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,0,-18.185036967199085,-12.848295645708877,5.336741321490209,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,0,-0.8514065411319014,0.08202583548667874,0.9334323766185801,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,0,-3.5967640041395517,-1.272620822551271,2.3241431815882807,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,0,-2.5638265024097295,3.123137723046199,5.686964225455929,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,0,-8.125270024011716,-9.094271831542352,-0.9690018075306366,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,0,-13.87015955352625,-7.860419255288646,6.009740298237604,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,0,-1.4589482721365712,-0.5356201613106141,0.9233281108259571,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,1,-2.519163074202593,1.5939387688335491,4.113101843036142,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,1,-7.802984305442214,3.307298705005286,11.1102830104475,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,1,-1.1109708659892434,1.9140310602964496,3.025001926285693,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,1,-11.095500831275418,-4.317622962011191,6.777877869264227,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,1,-4.049188695325483,3.0239567055581635,7.0731454008836465,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,1,0.6978202734959542,5.976476386726363,5.278656113230409,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,1,-3.1800672911815537,4.852174510013109,8.032241801194662,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,1,-6.13328639895186,-2.7229204706786443,3.4103659282732157,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,1,-5.9299674715372666,7.088544135242815,13.01851160678008,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,1,-2.3727748666771564,4.765161066371211,7.137935933048367,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,1,-4.387785700886927,0.32869237913004423,4.716478080016971,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,1,-7.819411782483802,0.1820430395430782,8.00145482202688,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,1,-4.4027095955384,3.7421647455476936,8.144874341086094,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,1,-12.333909339271242,-1.6059591260987913,10.727950213172452,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,1,-4.9605865525268165,2.670033262930513,7.6306198154573295,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,1,-5.993811071764066,-5.0987929654014605,0.8950181063626053,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,1,-1.200147391651423,-1.3770219673779116,-0.17687457572648868,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,1,-3.4288849472709577,-2.9634162986720307,0.465468648598927,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,1,-7.271643051543881,-6.101848846013851,1.1697942055300299,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,1,-2.6335917511970734,-9.803637021738922,-7.1700452705418485,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,1,-6.5249965207799985,-6.41579883324293,0.10919768753706816,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,1,-6.814981813118689,-18.205372845542517,-11.390391032423828,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,1,-5.343060427156021,-4.275577571019371,1.0674828561366505,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,1,-5.518836271249411,-11.864457650935538,-6.345621379686127,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,1,-3.7366345675594004,-2.379532197115342,1.3571023704440583,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,1,-11.855363840776338,-3.6433994643426804,8.211964376433658,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,1,-0.8944622855861046,2.8687381836006542,3.763200469186759,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,1,-6.17898422064891,-6.7778759150580825,-0.5988916944091729,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,1,-11.544060291343861,-7.807371897644639,3.7366883936992217,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,1,-14.537837274403135,-12.390161742127647,2.1476755322754872,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,2,-34.372356271571746,-28.368101979055552,6.004254292516194,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,2,-1.3045381288976126,8.866592237614121,10.171130366511733,batch,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
