frame,channel,SDR_mix,SDR_est,SDR_imp,process,fft.len,fft.hop,fft.win,bss.demix_update,bss.source_model,bss.n_iter,bss.ref_mic,bss.f_limit,bss.rot,bss.forget,mixdir_name
18,1,-7.271643051543881,4.979156056721129,12.25079910826501,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,1,-2.6335917511970734,9.827503994134712,12.461095745331786,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,1,-6.5249965207799985,9.53099415495516,16.05599067573516,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,1,-6.814981813118689,6.972471797383788,13.787453610502478,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,1,-5.343060427156021,8.819177985077488,14.16223841223351,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,1,-5.518836271249411,8.600746241023849,14.11958251227326,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,1,-3.7366345675594004,3.328054312009154,7.064688879568554,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,1,-11.855363840776338,-2.72901527465466,9.126348566121678,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,1,-0.8944622855861046,9.135197898560763,10.029660184146868,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,1,-6.17898422064891,8.25136942248369,14.430353643132598,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,1,-11.544060291343861,6.762058615629741,18.3061189069736,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,1,-14.537837274403135,1.9761098788807994,16.513947153283933,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,2,-34.372356271571746,-21.887485502396725,12.484870769175021,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,2,-1.3045381288976126,13.416100821475428,14.72063895037304,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,2,-6.983178817827969,6.510244237223103,13.493423055051071,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,2,-4.873576347988527,7.952439961371866,12.826016309360392,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,2,-11.07525431654057,5.718515052445229,16.7937693689858,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,2,-9.802713671658147,6.021738156626524,15.824451828284671,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,2,-7.238842035015485,7.583876626878768,14.822718661894253,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,2,-13.870926979855035,2.1803616122791345,16.05128859213417,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,2,-32.000359950697266,-26.174320585247663,5.826039365449603,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,2,-39.158863188174024,-28.62105810421323,10.537805083960794,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,2,-11.59407850651066,3.3150924040914194,14.90917091060208,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,2,-7.9305170590113585,6.8817737971868045,14.812290856198164,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,2,-10.10131176097989,3.0274466091050907,13.12875837008498,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,2,-10.762657985115132,4.301532099780184,15.064190084895316,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,2,-6.984980929356958,5.708726029920164,12.693706959277122,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,2,-12.294965659262678,9.878082590065638,22.173048249328318,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,2,-38.771565570390166,-19.454174813021925,19.31739075736824,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,2,-41.4949215927194,-19.024909554671762,22.47001203804764,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,2,-36.616946140418726,-7.836039586946568,28.780906553472157,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,2,-4.096522106053568,14.275619787264809,18.37214189331838,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,2,-4.09742008407128,11.203104713736327,15.300524797807608,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,2,-7.045754990828068,14.349422295914652,21.39517728674272,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,2,-5.522041207920143,9.663796475419993,15.185837683340136,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,2,-4.726767093027211,13.03475656097006,17.761523653997273,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,2,-14.672023376741006,11.260127332721101,25.932150709462107,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,2,-45.21261811793614,-14.6572230689499,30.555395048986238,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,2,-38.576897252114115,-1.0188117471541136,37.558085504960005,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,2,-2.799900112392679,13.489789171635568,16.28968928402825,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,2,1.2450646867206474,17.379181957563617,16.13411727084297,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,2,-19.884425543704413,10.995752551338743,30.880178095043156,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,3,-11.087440215181754,5.061751938712776,16.149192153894532,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,3,-7.66024609752926,4.354555849814741,12.014801947344,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,3,-6.245670191498929,5.565087118370599,11.810757309869528,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,3,-5.517668122706972,2.167186228130067,7.684854350837039,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,3,-6.291035565551285,3.7007368424319513,9.991772407983236,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,3,-16.060850869011702,-11.07319342470942,4.9876574443022825,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,3,-36.945466868427694,-27.594239291158512,9.351227577269182,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,3,-6.490215355729489,1.8484335191217096,8.338648874851199,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,3,-1.8819082715956823,5.143722516494016,7.025630788089698,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,3,-5.769259501955043,3.058711499512036,8.827971001467079,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,3,-34.09289767449283,-38.90421950427759,-4.8113218297847595,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,3,-36.027999543058165,-9.688697912466901,26.339301630591265,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,3,-2.6731559362633694,4.997657197414178,7.670813133677547,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,3,-7.571524566337397,1.6275996805675261,9.199124246904923,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,3,-40.64510413529739,-39.5580956761279,1.087008459169489,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,3,-11.619651101194677,10.534582168807951,22.154233270002628,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,3,-3.0002639055691493,15.691817046595975,18.692080952165124,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,3,-5.314377026508417,14.34543184634112,19.65980887284954,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,3,-4.631196585381431,13.272172082442568,17.903368667823997,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,3,-33.2233115266733,-18.794598948504632,14.428712578168668,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,3,-28.088376192146217,-23.148801589407864,4.939574602738354,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,3,-6.89690774773632,16.009318440070043,22.90622618780636,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,3,-4.763958419603943,14.794404185295761,19.558362604899706,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,3,-6.5912530386160215,14.157864349505136,20.749117388121157,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,3,-10.029802965528216,10.822921752464445,20.85272471799266,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,3,-44.694448512174546,-20.398976964537226,24.29547154763732,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,3,-32.63227758958306,-19.26176619408192,13.370511395501143,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,3,-1.8985994275336926,16.652937293743783,18.551536721277476,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,3,-7.586414301902549,13.152017073180634,20.73843137508318,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,3,-5.5968985921961,14.632818434276388,20.229717026472485,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,4,-2.828574811300321,9.505468227043124,12.334043038343445,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
1,4,-6.836714427374969,3.6983877051985834,10.535102132573552,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
2,4,-6.747773017373153,0.7645999723690456,7.5123729897421985,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
3,4,-8.580629131709895,-0.5874333102926627,7.993195821417232,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
4,4,-6.655102957600113,3.1283263771994987,9.783429334799612,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
5,4,-5.7000844449305355,7.201296101160148,12.901380546090683,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
6,4,-4.260047033760196,3.3004123237097813,7.560459357469977,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
7,4,-3.5446031420950215,2.831630346016448,6.3762334881114695,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
8,4,-10.618754833930193,1.434641412460749,12.053396246390943,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
9,4,-10.488448674670991,-4.1813058632315245,6.3071428114394665,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
10,4,-1.9272859602654877,4.928672282135265,6.855958242400753,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
11,4,2.169958956889114,6.166297551131055,3.9963385942419407,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
12,4,-7.138801165798306,1.491614682020568,8.630415847818874,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
13,4,-5.981319942503908,2.4068207787141866,8.388140721218095,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
14,4,-4.5232592455731,5.6150506772873685,10.138309922860469,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
15,4,-2.0316631431529633,9.778328407296433,11.809991550449396,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
16,4,-8.333540757281114,6.192445207340159,14.525985964621272,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
17,4,-9.499976689697187,2.7852363107961664,12.285213000493354,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
18,4,-1.8101436624283918,11.323619831197158,13.13376349362555,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
19,4,-8.047077949285061,4.812563894785539,12.8596418440706,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
20,4,-5.61551343237105,6.512529521684545,12.128042954055594,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
21,4,-14.112270724573929,2.117238963395664,16.229509687969593,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
22,4,-8.801665429745151,7.987259318493733,16.788924748238884,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
23,4,-3.670840697147177,10.381982235166538,14.052822932313715,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
24,4,-14.83173695526148,1.050639859122127,15.882376814383607,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
25,4,0.9199086614811005,9.481748414198352,8.561839752717251,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
26,4,-4.381441677332422,7.8499342457715215,12.231375923103943,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
27,4,-15.034515002530874,2.488913498745442,17.523428501276317,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
28,4,-5.916837769544317,8.444037283204265,14.360875052748582,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
29,4,-3.8715191728214853,9.274363922990425,13.14588309581191,batch-rot,4096,1024,hamming,IP1,Gauss,50,0,4000,40,0.96,mix
0,0,-5.265176752370912,-2.2782139082434725,2.986962844127439,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,0,-9.144143319088634,-8.672312529402939,0.47183078968569525,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,0,-11.563906450307568,-5.250821112886538,6.313085337421031,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,0,-3.4188532694885723,1.4846909940771178,4.90354426356569,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,0,-2.915948713645772,2.1019226421467674,5.01787135579254,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,0,-9.318551145143317,1.4717517322861282,10.790302877429445,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,0,-4.65978437953519,2.248640848018194,6.9084252275533835,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,0,-3.9220954945007866,-2.004172872059186,1.9179226224416008,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,0,-3.9763980547108386,-1.8951975125414031,2.0812005421694355,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,0,-3.851343068289511,-4.2234234615427715,-0.3720803932532606,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,0,-5.169429830366113,1.279509272634254,6.448939103000367,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,0,-10.679535879580168,4.925602030053839,15.605137909634006,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,0,-9.091608301908359,-10.284389008313068,-1.1927807064047098,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,0,-0.7212552887771823,-2.4214747439349877,-1.7002194551578054,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,0,-2.9241436247696626,3.2680404619767627,6.192184086746425,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,0,-2.641674904403869,17.98696656004546,20.62864146444933,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,0,-9.007597625250053,15.913753921789768,24.92135154703982,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,0,-2.9853544683260314,18.80709855959185,21.79245302791788,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,0,-6.413524208110205,16.663301638904343,23.076825847014547,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,0,-6.460592172095385,18.973970476990647,25.434562649086033,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,0,-2.530160943301028,21.905883518248235,24.436044461549262,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,0,-1.2542773441031543,21.922511025416153,23.176788369519308,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,0,-7.881660123106936,16.715649198593287,24.597309321700223,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,0,-18.185036967199085,6.199592653437716,24.3846296206368,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,0,-0.8514065411319014,20.260841299708574,21.112247840840475,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,0,-3.5967640041395517,19.457855415860557,23.054619420000108,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,0,-2.5638265024097295,21.222958359014914,23.786784861424643,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,0,-8.125270024011716,16.141883285934725,24.26715330994644,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,0,-13.87015955352625,11.729465679031868,25.599625232558118,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,0,-1.4589482721365712,21.726989374526898,23.18593764666347,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,1,-2.519163074202593,5.301206729456571,7.820369803659164,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,1,-7.802984305442214,3.597930635088236,11.40091494053045,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,1,-1.1109708659892434,5.343746540829671,6.454717406818915,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,1,-11.095500831275418,-4.253484003714608,6.842016827560809,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,1,-4.049188695325483,4.786762648998443,8.835951344323927,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,1,0.6978202734959542,2.714220432608551,2.016400159112597,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,1,-3.1800672911815537,3.9648206661995475,7.144887957381101,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,1,-6.13328639895186,1.7437636097954963,7.877050008747356,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,1,-5.9299674715372666,-3.213302547526692,2.7166649240105745,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,1,-2.3727748666771564,-1.4432975135448656,0.9294773531322909,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,1,-4.387785700886927,2.8830612326563543,7.2708469335432815,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,1,-7.819411782483802,6.3910125991972135,14.210424381681015,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,1,-4.4027095955384,0.8203836671315385,5.223093262669938,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,1,-12.333909339271242,-12.647708420979896,-0.31379908170865356,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,1,-4.9605865525268165,3.8131990545809002,8.773785607107717,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,1,-5.993811071764066,15.366205093823584,21.360016165587652,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,1,-1.200147391651423,22.1522866791113,23.352434070762722,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,1,-3.4288849472709577,20.084666903071366,23.513551850342324,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,1,-7.271643051543881,17.47974228785776,24.751385339401644,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,1,-2.6335917511970734,17.581686733149702,20.215278484346776,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,1,-6.5249965207799985,17.410069931151185,23.935066451931185,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,1,-6.814981813118689,18.3073313701678,25.12231318328649,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,1,-5.343060427156021,14.11652862140292,19.459589048558943,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,1,-5.518836271249411,18.051194677136415,23.570030948385828,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,1,-3.7366345675594004,18.80951379099325,22.54614835855265,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,1,-11.855363840776338,15.63293506768359,27.488298908459928,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,1,-0.8944622855861046,21.378578574226413,22.273040859812518,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,1,-6.17898422064891,18.050543753375827,24.229527974024737,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,1,-11.544060291343861,16.078588253338637,27.622648544682498,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,1,-14.537837274403135,13.64696966062911,28.184806935032245,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,2,-34.372356271571746,-10.5562321002467,23.816124171325047,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,2,-1.3045381288976126,22.855335517411476,24.159873646309087,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,2,-6.983178817827969,14.782075787393401,21.76525460522137,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,2,-4.873576347988527,17.977382049869647,22.85095839785817,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
4,2,-11.07525431654057,17.118620021843995,28.193874338384568,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
5,2,-9.802713671658147,15.201244262928208,25.003957934586353,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
6,2,-7.238842035015485,15.600344197190113,22.8391862322056,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
7,2,-13.870926979855035,12.295562907868518,26.166489887723554,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
8,2,-32.000359950697266,-17.636995060695877,14.363364890001389,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
9,2,-39.158863188174024,-15.01522285548415,24.143640332689873,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
10,2,-11.59407850651066,12.855651617623732,24.44973012413439,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
11,2,-7.9305170590113585,16.12221182245037,24.05272888146173,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
12,2,-10.10131176097989,16.56423721436683,26.66554897534672,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
13,2,-10.762657985115132,13.368443216476098,24.13110120159123,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
14,2,-6.984980929356958,15.977162370072522,22.962143299429478,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
15,2,-12.294965659262678,13.055693092011236,25.35065875127391,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
16,2,-38.771565570390166,-17.917485114161032,20.854080456229134,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
17,2,-41.4949215927194,-18.1060902685152,23.3888313242042,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
18,2,-36.616946140418726,-7.233314432229987,29.383631708188737,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
19,2,-4.096522106053568,17.23362737605927,21.330149482112837,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
20,2,-4.09742008407128,14.179263047341404,18.276683131412685,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
21,2,-7.045754990828068,18.228448377990148,25.274203368818217,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
22,2,-5.522041207920143,12.487986398443496,18.01002760636364,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
23,2,-4.726767093027211,17.205580164879535,21.93234725790675,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
24,2,-14.672023376741006,14.921918276471796,29.593941653212802,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
25,2,-45.21261811793614,-13.146459805552615,32.06615831238352,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
26,2,-38.576897252114115,0.41454718450645,38.99144443662057,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
27,2,-2.799900112392679,17.49526972566479,20.29516983805747,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
28,2,1.2450646867206474,20.97556701929286,19.730502332572215,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
29,2,-19.884425543704413,13.840747386062763,33.725172929767176,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
0,3,-11.087440215181754,-6.612998148101824,4.47444206707993,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
1,3,-7.66024609752926,0.433650546500223,8.093896644029483,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
2,3,-6.245670191498929,-0.6717926431607202,5.573877548338209,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
3,3,-5.517668122706972,-0.6574746826394408,4.8601934400675315,batch-rot,4096,1024,hamming,IP1,Laplace,50,0,4000,40,0.96,mix
